project_id,project_key,project_name,issue_key,issue_type,summary,description,priority,status,assignee,reporter,story_points,original_estimate_hours,remaining_estimate_hours,time_spent_hours,sprint_id,sprint_name,sprint_start_date,sprint_end_date,issue_created_date,issue_updated_date,resolution,resolution_date,blocker_status,labels,epic,dependencies
10005,LYNX,Lynx Data Analytics,LYNX-62,Story,Add support for rate limiting in onboarding flow,"As part of onboarding flow, the team needs to address: add support for rate limiting in onboarding flow. Acceptance criteria to be validated in QA before release.",Medium,Done,Nathan Brooks,Brianna Scott,8,8.6,0.0,10.0,LYNX-SPR-5,LYNX Sprint 5,2026-03-02,2026-03-15,2026-02-25,2026-03-07,Done,2026-03-07,Not Blocked,customer-reported;frontend;ui-ux,LYNX-EP-3 ML Pipeline,
10005,LYNX,Lynx Data Analytics,LYNX-63,Task,Configure data validation for onboarding flow,"As part of onboarding flow, the team needs to address: configure data validation for onboarding flow. Acceptance criteria to be validated in QA before release.",Medium,Blocked,Elena Petrova,Fatima Noor,,36.5,31.4,5.1,LYNX-SPR-5,LYNX Sprint 5,2026-03-02,2026-03-15,2026-02-25,2026-03-04,,,Blocked,infra;performance,LYNX-EP-2 Reporting Dashboards,
10005,LYNX,Lynx Data Analytics,LYNX-64,Sub-task,Deploy onboarding flow to staging,"As part of onboarding flow, the team needs to address: deploy onboarding flow to staging. Acceptance criteria to be validated in QA before release.",Medium,In Progress,Wei Zhang,Tom O'Brien,,2.9,1.6,1.3,LYNX-SPR-5,LYNX Sprint 5,2026-03-02,2026-03-15,2026-02-20,2026-02-28,,,Blocked,,LYNX-EP-2 Reporting Dashboards,LYNX-60
10005,LYNX,Lynx Data Analytics,LYNX-65,Bug,Fix SSO login error on admin console,"As part of admin console, the team needs to address: fix sso login error on admin console. Acceptance criteria to be validated in QA before release.",High,Done,Nathan Brooks,Tom O'Brien,1,26.9,0.0,33.1,LYNX-SPR-5,LYNX Sprint 5,2026-03-02,2026-03-15,2026-02-26,2026-03-05,Fixed,2026-03-05,Not Blocked,api,LYNX-EP-1 Data Lake Build-out,LYNX-46;LYNX-42
10005,LYNX,Lynx Data Analytics,LYNX-66,Bug,API gateway throws exception when email notifications used,"As part of API gateway, the team needs to address: api gateway throws exception when email notifications used. Acceptance criteria to be validated in QA before release.",Medium,To Do,Rahul Mehta,Tom O'Brien,13,22.5,22.5,0.0,LYNX-SPR-5,LYNX Sprint 5,2026-03-02,2026-03-15,2026-02-21,2026-03-12,,,Not Blocked,compliance;infra;regression,LYNX-EP-2 Reporting Dashboards,
10005,LYNX,Lynx Data Analytics,LYNX-67,Story,Add support for bulk export in reporting engine,"As part of reporting engine, the team needs to address: add support for bulk export in reporting engine. Acceptance criteria to be validated in QA before release.",High,To Do,Alicia Chen,Sofia Rossi,,30.8,30.8,0.0,LYNX-SPR-5,LYNX Sprint 5,2026-03-02,2026-03-15,2026-02-28,2026-03-11,,,Not Blocked,,LYNX-EP-2 Reporting Dashboards,
10005,LYNX,Lynx Data Analytics,LYNX-68,Bug,Resolve intermittent failure in settings page,"As part of settings page, the team needs to address: resolve intermittent failure in settings page. Acceptance criteria to be validated in QA before release.",Low,Blocked,David Kim,Fatima Noor,2,17.6,10.9,6.7,LYNX-SPR-5,LYNX Sprint 5,2026-03-02,2026-03-15,2026-02-24,2026-03-03,,,Blocked,compliance,LYNX-EP-2 Reporting Dashboards,
10005,LYNX,Lynx Data Analytics,LYNX-69,Story,Enable retry logic on payments service page,"As part of payments service, the team needs to address: enable retry logic on payments service page. Acceptance criteria to be validated in QA before release.",High,Done,Alicia Chen,Priya Raman,,12.2,0.0,9.9,LYNX-SPR-5,LYNX Sprint 5,2026-03-02,2026-03-15,2026-03-01,2026-03-06,Fixed,2026-03-06,Not Blocked,customer-reported;database;tech-debt,LYNX-EP-2 Reporting Dashboards,LYNX-20
10006,QSR,Quasar Self-Service Analytics,QSR-1,Story,Implement self-service report builder,"As part of self-service analytics, the team needs to address: implement report builder. Acceptance criteria to be validated in QA before release.",Medium,Done,Wei Zhang,Priya Raman,5,18.0,0.0,17.5,QSR-SPR-1,QSR Sprint 1,2026-03-02,2026-03-15,2026-02-24,2026-03-10,Fixed,2026-03-10,Not Blocked,self-service,QSR-EP-1 Analytics MVP,
10006,QSR,Quasar Self-Service Analytics,QSR-2,Story,Add scheduled export for dashboards,"As part of self-service analytics, the team needs to address: add scheduled export for dashboards. Acceptance criteria to be validated in QA before release.",Medium,Done,Sofia Rossi,Priya Raman,3,12.0,0.0,11.0,QSR-SPR-1,QSR Sprint 1,2026-03-02,2026-03-15,2026-02-25,2026-03-11,Fixed,2026-03-11,Not Blocked,,QSR-EP-1 Analytics MVP,
10006,QSR,Quasar Self-Service Analytics,QSR-3,Bug,Fix date filter off-by-one on dashboard,"As part of self-service analytics, the team needs to address: fix date filter off-by-one on dashboard. Acceptance criteria to be validated in QA before release.",Low,Closed,Wei Zhang,Sofia Rossi,1,4.0,0.0,3.5,QSR-SPR-1,QSR Sprint 1,2026-03-02,2026-03-15,2026-03-01,2026-03-09,Fixed,2026-03-09,Not Blocked,,,
10006,QSR,Quasar Self-Service Analytics,QSR-4,Task,Document self-service analytics onboarding guide,"As part of self-service analytics, the team needs to address: document onboarding guide. Acceptance criteria to be validated in QA before release.",Low,In Review,Priya Raman,Wei Zhang,2,8.0,1.5,6.5,QSR-SPR-1,QSR Sprint 1,2026-03-02,2026-03-15,2026-03-02,2026-03-13,,,Not Blocked,,QSR-EP-1 Analytics MVP,
10006,QSR,Quasar Self-Service Analytics,QSR-5,Story,Add role-based sharing for saved reports,"As part of self-service analytics, the team needs to address: add role-based sharing for saved reports. Acceptance criteria to be validated in QA before release.",Medium,In Progress,Sofia Rossi,Priya Raman,3,14.0,5.0,9.0,QSR-SPR-1,QSR Sprint 1,2026-03-02,2026-03-15,2026-03-03,2026-03-14,,,Not Blocked,,QSR-EP-1 Analytics MVP,
